fips,Long,Lat
39111,-81.0829,39.7274
39113,-84.2906,39.7545
39115,-81.8527,39.6203
39117,-82.7941,40.524
39119,-81.9444,39.9654
39121,-81.4556,39.766
39125,-84.5801,41.1166
39127,-82.2361,39.7371
39129,-83.0243,39.642
39131,-83.0668,39.0774
39133,-81.1962,41.1676
39135,-84.6481,39.7416
39137,-84.1317,41.0221
39139,-82.5365,40.7747
39141,-83.057,39.3376
39145,-82.9928,38.804
39147,-83.1277,41.1239
39149,-84.2048,40.3315
39151,-81.3659,40.8138
39153,-81.5321,41.1259
39155,-80.7604,41.3174
39157,-81.4738,40.441
39159,-83.3715,40.2995
39161,-84.5861,40.8554
39163,-82.4854,39.251
39165,-84.1668,39.4277
39167,-81.4953,39.4553
39169,-81.8883,40.8289
39171,-84.5882,41.5603
39173,-83.623,41.3617
39025,-84.1522,39.0476
39071,-83.6009,39.1848
45001,-82.4587,34.2226
45005,-81.3581,32.9881
45007,-82.6379,34.5191
45009,-81.0542,33.2147
45021,-81.6204,35.0482
45023,-81.1595,34.6921
45025,-80.1586,34.6398
45031,-79.9577,34.3323
45037,-81.9666,33.7723
45039,-81.1212,34.3951
45047,-82.1259,34.1538
45055,-80.5903,34.3388
45057,-80.7054,34.6867
45059,-82.006,34.4836
45061,-80.2545,34.1633
45063,-81.2722,33.9022
45065,-82.3099,33.8996
45069,-79.6786,34.602
45071,-81.6001,34.2898
45079,-80.9031,34.0218
45081,-81.7269,34.0061
45083,-81.9907,34.9313
45091,-81.1845,34.9747
45087,-81.6194,34.6892
45003,-81.6348,33.5444
37101,-78.3657,35.5176
37107,-77.6416,35.2393
37191,-78.004,35.3638
37085,-78.8693,35.3687
37163,-78.3712,34.9915
37047,-78.655,34.2655
45033,-79.3789,34.3915
45067,-79.3625,34.0801
45017,-80.7802,33.6749
45041,-79.7028,34.0245
45085,-80.3823,33.9162
45027,-80.2164,33.6658
45035,-80.4052,33.0795
13103,-81.3407,32.3675
45075,-80.8003,33.439
45089,-79.7277,33.6199
37055,-75.8009,35.7715
37137,-76.7488,35.1407
37017,-78.5632,34.6143
13087,-84.7577,30.7994
13087,-84.572,30.8815
45049,-81.1406,32.7763
45019,-80.1831,32.6714
45019,-79.9439,32.8411
13253,-84.8812,30.7935
13253,-84.8681,30.9481
39095,-83.6586,41.62
39123,-83.1467,41.5381
39055,-81.1786,41.4995
13049,-82.138,30.7818
37103,-77.3555,35.0222
39085,-81.237,41.6968
39143,-83.145,41.3565
37061,-77.9333,34.9365
13239,-85.0188,31.8674
13061,-84.9803,31.6264
13179,-81.4998,31.8308
13121,-84.4669,33.7903
37111,-82.0487,35.6813
37149,-82.1696,35.2793
37161,-81.9202,35.4023
37099,-83.1408,35.2874
37027,-81.5465,35.953
37023,-81.7045,35.7495
39007,-80.7485,41.7074
45045,-82.3708,34.8944
45073,-83.0659,34.7535
45077,-82.7254,34.8875
13039,-81.682,30.9335
45015,-79.9508,33.1978
45051,-78.9966,33.9215
13029,-81.4474,32.0175
45029,-80.668,32.8655
13051,-81.1416,32.0099
13051,-81.0394,31.9297
13183,-81.746,31.7528
39035,-81.6587,41.4243
39043,-82.6178,41.3635
13127,-81.5512,31.2365
13191,-81.4149,31.5007
28027,-90.6027,34.2292
28025,-88.7815,33.6557
28023,-88.6894,32.0414
28021,-90.9118,31.9737
28019,-89.2484,33.3473
28017,-88.9479,33.9208
28015,-89.9202,33.4485
28013,-89.3364,33.9364
28011,-90.8804,33.7955
28109,-89.5898,30.7686
28003,-88.5803,34.8808
28163,-90.3965,32.7804
47133,-85.2881,36.345
47135,-87.859,35.6426
01041,-86.3136,31.7315
01043,-86.8676,34.132
01045,-85.611,31.4318
01047,-87.1065,32.3258
01049,-85.8041,34.4598
01051,-86.1492,32.5966
01053,-87.1616,31.1262
01055,-86.0348,34.0453
01057,-87.7388,33.7212
01059,-87.8438,34.4417
01061,-85.839,31.095
01063,-87.9522,32.8531
01065,-87.6291,32.7627
01069,-85.3025,31.1532
01073,-86.8965,33.5543
01075,-88.0969,33.7792
01077,-87.6543,34.9015
01079,-87.311,34.522
01081,-85.3556,32.6012
01083,-86.9813,34.8101
01085,-86.6501,32.1548
01087,-85.6926,32.386
01089,-86.5502,34.7631
01091,-87.7895,32.2476
01093,-87.8871,34.1366
01095,-86.3066,34.3669
01099,-87.3658,31.5706
01101,-86.2076,32.2202
01103,-86.8529,34.4535
31049,-102.3339,41.1116
31051,-96.8678,42.4932
31053,-96.6542,41.5777
31055,-96.1544,41.2953
31057,-101.6879,40.1762
31059,-97.5964,40.5247
31061,-98.9527,40.1764
31063,-100.3942,40.5301
31065,-99.9123,40.1765
31067,-96.6893,40.2619
31069,-102.3354,41.6194
31071,-98.9914,41.9143
31073,-99.8307,40.5148
31075,-101.7405,41.915
31077,-98.5212,41.5675
31079,-98.5022,40.8725
31081,-98.0233,40.8735
31083,-99.4046,40.1765
31085,-101.0618,40.5248
31087,-101.0422,40.1763
31089,-98.7838,42.4557
31091,-101.1353,41.9159
31093,-98.5171,41.22
31095,-97.1426,40.1757
31097,-96.2649,40.3926
31099,-98.948,40.5067
31101,-101.6613,41.1988
31103,-99.7124,42.8789
31105,-103.715,41.1977
31107,-97.8919,42.6369
24025,-76.3194,39.5616
24009,-76.5696,38.5529
51510,-77.0861,38.8185
24510,-76.6163,39.3087
24037,-76.6076,38.3052
24009,-76.4805,38.3838
24003,-76.5279,38.9332
24037,-76.6202,38.2729
24017,-76.9899,38.5077
51099,-77.1572,38.2729
51059,-77.2788,38.8385
51153,-77.4821,38.7037
51179,-77.4603,38.4213
24017,-76.9809,38.393
51099,-77.0516,38.3151
51179,-77.3287,38.3825
51153,-77.2826,38.5711
24510,-76.5758,39.2531
24033,-77.0099,38.7014
51059,-77.1788,38.6971
51125,-78.8867,37.7874
51127,-76.9972,37.5052
51135,-78.0513,37.1431
51145,-77.9151,37.5502
51147,-78.4411,37.2243
51101,-77.0884,37.7067
51183,-77.2618,36.9218
51085,-77.4909,37.7601
47137,-85.0748,36.5585
47141,-85.4951,36.1408
47143,-84.9244,35.6087
47145,-84.5233,35.8478
47147,-86.8705,36.5254
47149,-86.4167,35.8427
47151,-84.5035,36.4286
47153,-85.4106,35.3712
47157,-89.8956,35.1837
47159,-85.9567,36.2505
47161,-87.8385,36.5012
47163,-82.3042,36.5129
47165,-86.4603,36.4694
47169,-86.1567,36.3921
47171,-82.4322,36.1108
47173,-83.8375,36.2879
47175,-85.4525,35.696
47177,-85.7785,35.6787
47179,-82.4974,36.2933
47181,-87.788,35.2399
47183,-88.7178,36.2983
47187,-86.8986,35.8938
45011,-81.435,33.2661
37049,-77.0969,35.1262
13297,-83.7338,33.7816
37013,-76.8631,35.4947
13029,-81.1919,31.7798
45053,-81.0321,32.4371
37117,-77.1072,35.8416
45043,-79.2353,33.2834
45043,-79.3367,33.4408
37129,-77.8921,34.1047
37019,-78.0599,33.9633
37129,-77.8846,34.2422
37019,-78.2441,34.0747
37031,-76.6707,34.8306
37133,-77.4342,34.7374
37141,-77.907,34.5255
37141,-77.6199,34.386
37095,-76.2485,35.5318
37187,-76.5767,35.8221
37177,-76.2118,35.8161
01015,-85.8261,33.7714
01013,-86.6803,31.7524
01011,-85.7161,32.1005
01009,-86.5674,33.9809
01007,-87.1264,32.9986
01005,-85.3932,31.8696
01071,-85.9993,34.7794
01019,-85.6038,34.176
01021,-86.7188,32.8479
01023,-88.2628,32.0192
01027,-85.8605,33.2691
01029,-85.5188,33.6745
17201,-89.1609,42.3363
17203,-89.2111,40.7882
17063,-88.4185,41.285
17001,-91.1886,39.9878
17003,-89.3376,37.1915
17005,-89.4356,38.8868
17007,-88.8234,42.3231
17009,-90.7504,39.9618
17011,-89.5287,41.4041
17013,-90.6675,39.1692
17015,-89.9345,42.0688
17017,-90.2474,39.9736
17019,-88.1991,40.1401
17021,-89.2773,39.5458
17023,-87.7878,39.3335
17025,-88.4902,38.7542
17027,-89.4224,38.6065
17029,-88.2218,39.5202
17033,-87.7595,39.0028
17035,-88.2403,39.2732
17037,-88.7704,41.8934
17039,-88.9041,40.1746
17041,-88.2174,39.7695
17043,-88.0857,41.852
17045,-87.7456,39.6786
17047,-88.0532,38.4165
17049,-88.5899,39.0597
17061,-90.3905,39.3562
17053,-88.2233,40.5972
01031,-85.9882,31.4026
01033,-87.8049,34.7004
01035,-86.9936,31.4293
01037,-86.2476,32.9362
01039,-86.4512,31.2485
01105,-87.2942,32.6385
01107,-88.0887,33.2809
01109,-85.9409,31.8024
01111,-85.4591,33.2938
01113,-85.1849,32.2884
01115,-86.3147,33.7157
01117,-86.6607,33.2643
01119,-88.1988,32.591
01121,-86.1659,33.38
01123,-85.7975,32.8624
01125,-87.525,33.2896
01127,-87.2973,33.8034
01129,-88.2071,31.4077
01131,-87.3082,31.9892
01133,-87.3737,34.1492
01001,-86.6428,32.5349
18171,-87.3533,40.3469
18169,-85.794,40.8457
18167,-87.39,39.4306
18165,-87.464,39.8538
18099,-86.2618,41.325
18097,-86.1384,39.7816
18095,-85.7194,40.1617
18093,-86.4834,38.8412
18087,-85.4265,41.6427
18085,-85.8607,41.2441
18083,-87.418,38.6891
18081,-86.1017,39.4899
18079,-85.6281,38.9969
18077,-85.4385,38.7858
18075,-85.0057,40.438
18071,-86.0376,38.9064
18069,-85.4881,40.8291
18067,-86.117,40.4836
18065,-85.3964,39.931
18063,-86.51,39.7695
18061,-86.1113,38.1952
18059,-85.7732,39.8235
18057,-86.052,40.0725
18055,-86.962,39.0364
18053,-85.6548,40.5158
18051,-87.5846,38.3118
18049,-86.2636,41.047
18047,-85.0603,39.4148
18045,-87.2419,40.1209
18043,-85.9068,38.3194
18001,-84.9366,40.7456
18003,-85.0665,41.0908
18005,-85.8977,39.2059
18007,-87.3109,40.6063
18009,-85.3248,40.4735
18011,-86.4687,40.0508
18013,-86.2274,39.1962
18015,-86.5635,40.5829
18017,-86.346,40.7615
18019,-85.7073,38.4773
18183,-85.5052,41.1394
18023,-86.4752,40.3017
18025,-86.4517,38.2923
18027,-87.0721,38.7024
18029,-84.9733,39.1453
18031,-85.5013,39.3069
18033,-84.9991,41.3976
18035,-85.3969,40.2275
18037,-86.8798,38.3643
18039,-85.8587,41.5974
18041,-85.1787,39.6401
18177,-85.0099,39.8644
18179,-85.2212,40.7291
18181,-86.8654,40.7499
18021,-87.1158,39.3928
18173,-87.2721,38.0922
18137,-85.2624,39.1034
21111,-85.6595,38.1872
21113,-84.5809,37.872
21115,-82.8314,37.8467
21117,-84.5331,38.9334
21119,-82.954,37.354
21121,-83.8539,36.8907
21123,-85.698,37.5457
21109,-84.0058,37.4198
21127,-82.7347,38.0679
21131,-83.3811,37.0941
21133,-82.8553,37.1212
21135,-83.3781,38.5317
21137,-84.6607,37.4552
21139,-88.3536,37.2097
21141,-86.8789,36.8597
21143,-88.0832,37.0191
21145,-88.7127,37.0539
21147,-84.4841,36.7371
21149,-87.2636,37.5291
28089,-90.0338,32.6347
28087,-88.4433,33.4729
28085,-90.454,31.5324
28083,-90.301,33.5505
28081,-88.6804,34.2899
28079,-89.5241,32.7535
28077,-90.107,31.5502
28075,-88.6626,32.4043
28073,-89.5087,31.2059
28071,-89.4849,34.3568
28069,-88.6412,32.7546
28067,-89.1688,31.6226
28065,-89.823,31.5696
28063,-91.0371,31.7342
28057,-88.3613,34.28
28055,-90.9892,32.7414
28053,-90.5265,33.1287
28051,-90.0922,33.1235
28049,-90.4427,32.2667
28043,-89.802,33.77
28041,-88.6392,31.2142
28039,-88.644,30.8626
28037,-90.8978,31.4772
28033,-89.9918,34.8754
28031,-89.5526,31.6332
28029,-90.4488,31.8692
47189,-86.2976,36.1549
47185,-85.4553,35.9264
47043,-87.3567,36.1491
47105,-84.3116,35.735
47001,-84.1985,36.1184
47003,-86.4589,35.5138
47005,-88.0683,36.0698
47007,-85.2051,35.5964
47011,-84.8596,35.1541
47013,-84.1493,36.4036
47015,-86.0617,35.8087
47017,-88.4503,35.9731
47021,-87.0868,36.2612
47023,-88.6128,35.4211
47025,-83.6603,36.4859
47027,-85.5438,36.5511
47031,-86.0748,35.4906
47033,-89.1395,35.8135
47035,-84.9983,35.9504
47037,-86.7848,36.1694
47039,-88.1088,35.603
47041,-85.8328,35.9798
47045,-89.4138,36.059
47047,-89.4144,35.1971
47049,-84.9324,36.3805
47051,-86.0922,35.1549
47053,-88.9326,35.9966
47055,-87.0348,35.2022
47057,-83.5096,36.2762
47061,-85.7226,35.3884
47063,-83.2666,36.2172
47065,-85.1648,35.1809
47067,-83.2219,36.5236
47069,-88.9931,35.2069
47071,-88.1845,35.1987
47073,-82.9447,36.4412
47075,-89.2838,35.5832
47077,-88.388,35.6543
47079,-88.3013,36.3317
47081,-87.4733,35.8033
47083,-87.7171,36.286
47085,-87.7757,36.0408
47087,-85.6732,36.3592
47089,-83.4463,36.051
47091,-81.8518,36.4549
47093,-83.9371,35.9932
47095,-89.4935,36.3352
47097,-89.6314,35.7609
47099,-87.3956,35.2173
38023,-103.4873,48.8149
38027,-98.9016,47.7176
38029,-100.2388,46.2851
38031,-98.8831,47.4571
38033,-103.8467,46.9402
38035,-97.457,47.9219
38037,-101.6397,46.3583
38039,-98.2371,47.4572
38041,-102.4603,46.4326
38043,-99.7801,46.9802
38045,-98.5355,46.4569
38047,-99.4775,46.4574
38049,-100.6363,48.2346
38051,-99.4412,46.1119
38055,-101.3219,47.607
38057,-101.8315,47.3092
38061,-102.3556,48.2013
38063,-98.1921,47.9216
38065,-101.3403,47.1153
38067,-97.5517,48.7672
38069,-99.9718,48.2496
38071,-98.7201,48.2689
38073,-97.6575,46.4561
38075,-101.6581,48.7192
38079,-99.8411,48.7724
38081,-97.6306,46.1078
38083,-100.3456,47.5754
38087,-103.4599,46.4472
38089,-102.655,46.8107
38091,-97.7247,47.4562
38093,-98.9588,46.9792
38095,-99.2459,48.6856
38097,-97.1615,47.4542
34009,-74.8072,39.1519
34025,-74.2257,40.259
34001,-74.6766,39.4825
34029,-74.2988,39.9092
34033,-75.3459,39.5873
34011,-75.1099,39.3736
24041,-76.0892,38.7767
24041,-76.1393,38.7175
24029,-76.1294,39.1885
24015,-75.974,39.5101
51830,-76.7074,37.2691
51710,-76.2711,36.8313
51740,-76.3548,36.8449
51710,-76.2552,36.8966
24035,-76.1834,38.989
08031,-104.8772,39.7611
06083,-118.4266,32.8
06083,-118.4318,32.8019
06083,-118.4308,32.8037
06083,-118.3687,32.819
06083,-120.0165,34.6731
06083,-120.6519,34.5761
06083,-120.6455,34.6028
06083,-120.6399,34.7556
06083,-120.6661,34.8992
06071,-116.1784,34.8415
22101,-91.4494,29.7196
47101,-87.4931,35.5273
47103,-86.5889,35.1405
47107,-84.6175,35.4248
47109,-88.5637,35.1746
47111,-86.0072,36.532
47113,-88.8385,35.6082
47115,-85.622,35.1294
47117,-86.765,35.4689
47167,-89.7594,35.4966
47127,-86.3588,35.2847
47125,-87.3828,36.4969
47121,-84.8135,35.5127
47119,-87.077,35.617
47131,-89.1488,36.3582
47129,-84.6491,36.135
28045,-89.4887,30.4164
26089,-85.8123,44.9366
18089,-87.3817,41.4156
18091,-86.74,41.546
26021,-86.4123,41.9546
26159,-86.0189,42.2513
26005,-85.8884,42.5913
26007,-83.6277,45.0348
26151,-82.8201,43.4235
26099,-82.9322,42.6956
26147,-82.6823,42.9425
26053,-89.6944,46.4089
01017,-85.392,32.9144
26115,-83.5373,41.9292
01025,-87.8309,31.6709
28059,-88.6362,30.5459
01067,-85.2414,31.5147
47123,-84.2528,35.4428
47029,-83.1211,35.9254
47155,-83.5242,35.7847
47019,-82.1274,36.2927
47059,-82.8458,36.1754
47009,-83.9255,35.6873
47139,-84.5233,35.1199
01003,-87.7171,30.7278
26163,-83.2865,42.284
28047,-89.1185,30.515
26083,-88.4287,47.6104
26105,-86.2497,43.9954
26127,-86.2673,43.6407
26127,-86.4212,43.7692
26121,-86.1481,43.2912
26121,-86.3219,43.2922
26139,-86.1799,42.9435
26139,-85.9939,42.9601
26013,-88.3652,46.6626
26103,-87.6415,46.4314
26031,-84.4999,45.4468
26029,-85.1283,45.302
26055,-85.559,44.6709
26041,-86.9244,45.9197
26095,-85.5443,46.4707
26097,-85.0921,46.0812
26153,-86.1995,46.1967
26141,-83.9173,45.3402
26109,-87.5573,45.5792
26003,-86.6018,46.4099
26131,-89.315,46.6644
26061,-88.6918,46.8934
26009,-85.1377,45.0003
26011,-83.8948,44.0656
26017,-83.9921,43.7072
26157,-83.4168,43.4641
26063,-83.0193,43.8333
26047,-84.8905,45.5205
26019,-86.0158,44.6395
01097,-88.2018,30.7943
26105,-86.4421,43.9392
28113,-90.4042,31.1749
05003,-91.7679,33.1912
05005,-92.337,36.2872
05007,-94.2573,36.3392
05001,-91.3749,34.2908
05011,-92.1623,33.4659
05013,-92.5031,33.558
05015,-93.5382,36.341
05017,-91.294,33.2672
05019,-93.1764,34.051
05021,-90.4173,36.3685
05023,-92.0267,35.5381
05025,-92.1852,33.8983
05027,-93.2274,33.2143
05029,-92.7014,35.2622
05031,-90.6328,35.8308
05033,-94.243,35.5889
05035,-90.3089,35.2079
05037,-90.7713,35.2958
05039,-92.6545,33.9698
05041,-91.254,33.8333
05043,-91.72,33.5895
05045,-92.332,35.147
05047,-93.8906,35.5123
05049,-91.8183,36.3817
05051,-93.1504,34.5767
05053,-92.4236,34.29
19185,-93.3274,40.7395
19183,-91.7179,41.3356
19181,-93.5614,41.3343
19179,-92.4095,41.0306
19177,-91.95,40.7532
19175,-94.2424,41.0277
19173,-94.6965,40.7374
19171,-92.5326,42.0798
19169,-93.4651,42.0362
19167,-96.1779,43.0826
19165,-95.3103,41.6851
19095,-92.0656,41.6863
19093,-95.5136,42.3869
19091,-94.2073,42.7764
19089,-92.3172,43.3568
19087,-91.5446,40.9879
19085,-95.8167,41.6829
19083,-93.2404,42.3838
19081,-93.7343,43.0819
19079,-93.7068,42.3838
19077,-94.501,41.6838
19075,-92.7911,42.402
19073,-94.3969,42.0362
19071,-95.6047,40.7456
19069,-93.2624,42.7325
19067,-92.789,43.06
19065,-91.8443,42.8625
19063,-94.6784,43.3779
19061,-90.8824,42.4689
19059,-95.151,43.3779
19057,-91.1815,40.9232
19055,-91.3673,42.4711
19001,-94.471,41.3307
19003,-94.6992,41.029
19005,-91.3781,43.2843
19007,-92.8687,40.7432
19009,-94.9058,41.6846
19011,-92.0657,42.0801
19013,-92.3085,42.4701
19015,-93.9318,42.0366
19017,-92.3182,42.7747
19019,-91.8379,42.4707
19021,-95.1513,42.7355
19023,-92.7902,42.7316
19025,-94.6405,42.3852
19027,-94.8607,42.0362
19029,-94.9278,41.3315
19031,-91.1324,41.7723
19033,-93.2608,43.0815
19035,-95.6239,42.7357
19037,-92.3176,43.0601
19039,-93.7851,41.029
19041,-95.151,43.0826
19043,-91.3414,42.8447
17129,-89.8022,40.0274
17131,-90.7414,41.2053
17133,-90.1774,38.2785
17135,-89.4789,39.231
17137,-90.2015,39.7156
17139,-88.6194,39.6413
17141,-89.3207,42.0427
17143,-89.76,40.7881
17145,-89.3671,38.0838
17147,-88.5911,40.0104
17149,-90.8862,39.6225
17151,-88.5615,37.4127
17153,-89.1267,37.2228
17155,-89.2858,41.2045
17051,-89.0242,39.0002
17157,-89.8253,38.0521
17159,-88.085,38.7124
17161,-90.5674,41.4673
17163,-89.9284,38.4703
17165,-88.5408,37.7533
17167,-89.6589,39.7582
17169,-90.6151,40.158
17171,-90.4747,39.6442
17173,-88.8055,39.3911
17175,-89.7975,41.0934
17177,-89.6625,42.3517
17179,-89.5134,40.5075
17181,-89.2551,37.4712
17183,-87.7329,40.1836
17185,-87.8443,38.4461
17187,-90.615,40.8488
17189,-89.4105,38.3522
17191,-88.4256,38.4295
17193,-88.1795,38.0875
17195,-89.9141,41.7564
17197,-87.9787,41.445
17199,-88.9299,37.7303
17055,-88.9242,37.9923
17057,-90.2075,40.4728
17059,-88.2305,37.7628
17071,-90.9251,40.8181
17069,-88.2669,37.5182
17067,-91.1647,40.4037
17065,-88.5391,38.0816
17103,-89.3005,41.7461
17095,-90.2133,40.9318
27077,-94.9048,48.7718
27073,-96.1735,44.9955
27003,-93.2464,45.2732
27009,-93.9989,45.6991
27015,-94.7277,44.2421
27137,-92.4708,47.604
27019,-93.8025,44.8208
27023,-95.5666,45.0223
27025,-92.9083,45.5025
27033,-95.1812,44.0071
27035,-94.0709,46.4824
27037,-93.0656,44.6718
27039,-92.862,44.0225
27041,-95.4535,45.9337
27043,-93.9478,43.6739
27045,-92.0901,43.674
27047,-93.3489,43.6738
27049,-92.7225,44.4099
27051,-96.0121,45.934
27053,-93.4768,45.0045
27055,-91.4929,43.6714
27057,-94.9166,47.1087
27059,-93.2952,45.5615
27063,-95.1541,43.6741
27065,-93.2935,45.9453
27067,-95.0048,45.1524
27069,-96.7826,48.7766
27079,-93.73,44.3714
27081,-96.267,44.4126
27083,-95.839,44.4135
27085,-94.2724,44.8235
27087,-95.809,47.3252
27091,-94.5511,43.6742
27093,-94.5274,45.1231
27095,-93.6301,45.938
27097,-94.2684,46.0126
27099,-92.7525,43.6714
27101,-95.7632,44.0221
27103,-94.2474,44.35
27105,-95.7534,43.6742
27107,-96.4551,47.3265
27109,-92.4018,44.0036
27113,-96.0367,48.0662
27115,-92.7414,46.1208
27117,-96.2586,44.023
27121,-95.4445,45.5861
27123,-93.0994,45.0171
27125,-96.0953,47.8717
27127,-95.2539,44.4037
27129,-94.9472,44.7268
27131,-93.2966,44.3541
27133,-96.2532,43.6747
27135,-95.8107,48.7751
27139,-93.5358,44.6484
27141,-93.7745,45.4439
27143,-94.2321,44.5795
27145,-94.613,45.5522
27147,-93.226,44.0223
27149,-96.0003,45.5861
27151,-95.6813,45.2827
27153,-94.8976,46.0706
27155,-96.4716,45.7721
27157,-92.2303,44.2842
27159,-94.9693,46.5858
27161,-93.5873,44.0221
27163,-92.8839,45.0383
27165,-94.6141,43.9783
27169,-91.7791,43.9869
27171,-93.963,45.1739
27173,-95.8683,44.7162
27011,-96.411,45.4261
27013,-94.0671,44.0346
29011,-94.3471,37.5023
29013,-94.34,38.2573
29015,-93.2879,38.2948
29017,-90.0259,37.3222
29019,-92.3096,38.9907
29021,-94.8062,39.6598
29023,-90.4065,36.7164
29025,-93.9828,39.6557
29027,-91.926,38.8355
29029,-92.766,38.0271
29031,-89.6845,37.3839
29033,-93.5052,39.4268
29035,-90.9623,36.9413
29037,-94.3548,38.647
29039,-93.8566,37.7238
29041,-92.9626,39.5145
29043,-93.1889,36.9696
29045,-91.7384,40.4104
29047,-94.4208,39.3105
29049,-94.4046,39.6018
29051,-92.2816,38.5055
29053,-92.8103,38.8439
29055,-91.304,37.9764
29061,-93.9855,39.9607
29063,-94.4047,39.8932
29065,-91.5079,37.6066
29067,-92.4988,36.9326
29069,-90.0909,36.2718
29071,-91.075,38.4112
29073,-91.5079,38.4409
29075,-94.4099,40.2121
29077,-93.342,37.2581
29079,-93.5653,40.114
29081,-93.9921,40.3547
29083,-93.7927,38.3852
29085,-93.3207,37.9408
29087,-95.215,40.0946
29089,-92.6958,39.1428
29091,-91.8865,36.774
29093,-90.7735,37.5552
29095,-94.3461,39.0085
29099,-90.5378,38.261
29101,-93.8063,38.7441
29103,-92.1481,40.1282
29105,-92.5903,37.6583
29107,-93.7855,39.0656
29009,-93.8291,36.7099
29111,-91.7222,40.0969
29113,-90.9602,39.0581
29115,-93.1072,39.8702
29117,-93.5483,39.7821
29119,-94.3484,36.6287
29121,-92.5646,39.8308
29123,-90.345,37.4781
29125,-91.9249,38.1616
29127,-91.6224,39.806
29129,-93.5685,40.4223
29131,-92.4284,38.2145
29133,-89.2911,36.8281
29135,-92.583,38.6327
29137,-92.0007,39.4955
29139,-91.4702,38.9415
29141,-92.8861,38.4239
29143,-89.6516,36.5942
29145,-94.3392,36.9055
29147,-94.8834,40.3607
29149,-91.4033,36.6867
29151,-91.8618,38.4604
29153,-92.4446,36.6493
29155,-89.7858,36.2111
29157,-89.8244,37.7071
29159,-93.2851,38.7283
29161,-91.7924,37.8771
29163,-91.1714,39.3438
29165,-94.7736,39.3804
29167,-93.4005,37.6165
29169,-92.2076,37.8246
29171,-93.0161,40.4789
29173,-91.5219,39.5276
29175,-92.4971,39.4402
29177,-93.9899,39.3524
29179,-90.9691,37.3623
29181,-90.8639,36.6528
29183,-90.6752,38.7819
29185,-93.776,38.0371
29186,-90.1952,37.894
29187,-90.4729,37.8104
29189,-90.443,38.6407
29195,-93.2022,39.1366
29197,-92.5209,40.4703
29199,-92.1471,40.4526
29201,-89.5686,37.053
29203,-91.4005,37.1574
29205,-92.0766,39.7978
29207,-89.9444,36.8555
29209,-93.4559,36.7469
29211,-93.1115,40.2107
29213,-93.041,36.6547
29215,-91.9651,37.3173
29217,-94.3424,37.8506
29219,-91.1607,38.7646
29221,-90.8774,37.9617
29223,-90.4614,37.1127
29225,-92.8759,37.2809
29227,-94.4222,40.4791
29229,-92.4687,37.2701
29510,-90.245,38.6358
29057,-93.8502,37.432
29059,-93.0236,37.6804
29001,-92.6007,40.1906
29003,-94.8021,39.9834
29005,-95.427,40.4307
29007,-91.8416,39.2158
29109,-93.8329,37.1063
55079,-87.9667,43.0071
55101,-88.0551,42.7477
55001,-89.7706,43.9696
55005,-91.8484,45.4238
55011,-91.7545,44.3799
55013,-92.3675,45.8627
55015,-88.218,44.0817
55017,-91.2799,45.0694
55019,-90.6121,44.7347
55021,-89.3338,43.4665
55023,-90.931,43.2395
55025,-89.4183,43.0674
55027,-88.7075,43.4164
55033,-91.8964,44.9466
55035,-91.2861,44.7268
55037,-88.3982,45.8484
55039,-88.4883,43.7536
55041,-88.7704,45.6673
55043,-90.7062,42.8675
55045,-89.6022,42.6799
55047,-89.045,43.8003
55049,-90.1354,43.0005
55053,-90.8052,44.3191
55055,-88.7759,43.0209
55057,-90.114,43.9245
55063,-91.1152,43.9065
55065,-90.1317,42.6605
55067,-89.0719,45.2624
55069,-89.7346,45.3375
55073,-89.759,44.8983
55077,-89.3988,43.8196
55137,-89.2429,44.1131
55078,-88.71,45.0044
55081,-90.6179,43.9457
55085,-89.5217,45.7056
55087,-88.4649,44.4161
55091,-92.0017,44.5829
55135,-88.9648,44.4704
55133,-88.3045,43.0181
55129,-91.7912,45.8993
55127,-88.5419,42.6685
55125,-89.5148,46.0529
55123,-90.8344,43.5939
55121,-91.3585,44.304
55119,-90.5012,45.2115
55115,-88.7656,44.7892
55113,-91.1447,45.88
55111,-89.9484,43.4268
55109,-92.4528,45.034
55107,-91.1331,45.4751
55105,-89.0716,42.6712
55103,-90.4295,43.3756
55099,-90.3614,45.6804
55097,-89.5015,44.476
55095,-92.4414,45.4614
55093,-92.4225,44.7196
55139,-88.6446,44.0689
55141,-90.0416,44.4553
55059,-88.0418,42.5767
55131,-88.2308,43.3684
17097,-88.0036,42.3231
17031,-87.8167,41.8399
55071,-87.8096,44.1198
55009,-88.0032,44.4537
55029,-87.3173,44.9436
55061,-87.6154,44.5161
27027,-96.4906,46.8924
27071,-93.7834,48.2453
27075,-91.4452,47.642
27031,-90.5344,47.9027
27021,-94.3254,46.9496
27001,-93.4154,46.6083
27061,-93.632,47.5095
27111,-95.7079,46.4088
27005,-95.6738,46.9346
27029,-95.379,47.5776
27119,-96.4018,47.7738
27089,-96.3685,48.3581
55031,-91.9147,46.4309
55051,-90.242,46.2623
55007,-91.2006,46.5241
55003,-90.6781,46.3148
55075,-88.0344,45.383
55083,-88.2676,45.0255
55089,-87.9515,43.3838
27167,-96.4683,46.3571
55117,-87.9454,43.7212
12027,-81.8093,27.1863
12111,-80.4836,27.3764
12051,-81.1719,26.5473
12049,-81.8099,27.4927
12055,-81.341,27.3434
12097,-81.1496,28.0627
